review_summary,review_body,star_rating,sentimiento
"Aunque no sea el estilo de película que se suele ver por estos lares, tengo que decir que es una película muy buena y que cada vez me gustan más las de animación. Muy recomendable, aunque para niños quizá sea algo dura.","Hay que reconocer que el título de la película coincide plenamente con la misma, no se sale ni un ápice. Y no se me ocurre más tontería introductoria.La película trata de un chico hijo de una familia de nuevos ricos que se va a casar con una chica de familia noble sin un duro. Por supuesto, estos dos no se conocen, aunque en cuanto se ven, quedan prendados (ligeramente) y la boda no les parece demasiado mal. Por la propia torpeza del chico, este se casa con una cadaver, lo que le provoca ciertos quebraderos de cabeza a todo el mundo. Y es que hay que ver lo mal que entierran a la gente.El tipo de dibujos que emplea Tum Burton en esta película no me terminan de gustar. Vaya por delante que son buenísimos, pero emplea unos colores y unos bocetos demasiado oscuros, demasiado tétricos, demasiado muertos. Quizá sea que lo no me convence es el argumento, pero los dibujos no me terminan de llamar. La historia de amor que se ve en la película es bastante moralista, pero tengo que decir que me gustó mucho. El principio, lo que vienen siendo los primeros 50 minutos, no me terminaron de gustar. Pero la media hora final es sublime, sobretodo los últimos 10, que me enternecieron sobremanera (¿estaré embarazado?). Y lo cerradito que queda todo el guión, sin fallos por ningún lado ni nada de nada. Me gustó.Resumiendo, que aunque no sea el estilo de película que se suele ver por estos lares, tengo que decir que es una película muy buena y que cada vez me gustan más las de animación. Muy recomendable, aunque para niños quizá sea algo dura.Besitos.P.D: A la novia se le cae el ojo de vez en cuando y sale un gusano muy gracioso. Mola.P.D.2: Los padres de ambos están muy bien caracterizados.P.D.3: Y las cancioncitas que canta de vez en cuando no estan mal. ""El pulso? Sobrevalorado"" Je, je.",4,positivo
Desgraciadamente ese arrebato de originalidad en la idea no transforma el trabajo en un documental apasionante.,"El título y la introducción de este post imitan las intenciones provocativas del film. Desde luego la propuesta es original. Peligrosa para algunos. Muy deseada por otros. En cualquier caso, un producto que desata la curiosidad por saber cómo sería ese momento. Vamos, uno de los ingredientes que haría falta para que un film se convierta en taquillero o muy descargado por internet.Desgraciadamente ese arrebato de originalidad en la idea no transforma el trabajo en un documental apasionante. El principal atractivo de este documental sería ver cómo queda el mundo tras el asesinato del presidente más burro y poderoso del momento. Pero se dedica en exclusiva a inventarse una teoría de quién es el asesino.El cine americano ha dado un vuelco significativo a la hora de buscar enemigos en sus conspiraciones y guerras. Si antes eran los Stallones y Schwarzzeneggers los que mataban irakíes y demás etnias que odiaban América, ahora los malos están siempre en casa. Algún traidor. Algún loco que se considera patriota. Algún inconsciente que entrena a bárbaros que luego atentan contra ellos.El documental se alimenta y cierra en base a la figura del presidente Bush: su asesino es un soldado que volvió traumatizado de la guerra de Irak y quería ajustarle las cuentas al culpable. Sin embargo, como los servicios de inteligencia americanos no son tan inteligentes, culpan a un musulmán con un pasado algo oscuro del asesinato del presidente.El principal atractivo para este documental serían las repercusiones de ese asesinato en USA y en el mundo. ¿Cesaría o seguiría la guerra de Irak? ¿Se ampliaría a otros paises? ¿Cómo afectaría al resto del mundo? ¿Honrarían y ensalzarían los americanos a un Bush asesinado cual Kennedy? Este documental no se moja y no da respuesta a ninguna de esas preguntas. Una lástima.",2,negativo
"El cine de un mito como Curtis Hanson, está cada vez de más capa caída, y sus historias ni llegan al público ni tan siquiera rascan la superficie de la conciencia del espectador; duro, pero real.","Lo primero es que me tiré buena parte del periodo promocional de la cinta pensando que la última película de Curtis Hanson era una comedia romántica, y es que no lo puedo evitar, es ver a Drew Barrymore en pantalla y pensar que estamos ante la enésima cinta de estas características protagonizada por la singular ""rubita de ET"", pero no, estamos ante una cinta de Poker, juego que desconozco, y del que, por mucho que haya jugado al Mus en mi vida, no tengo ni el más mínimo interés de aprender y/o conocer.Máxime cuando la cinta, como en esas largas y pesadas películas judiciales, base en el diálogo en la mesa de juego, buena parte de su ""acción"", menos mal que Eric Bana, actor al que tengo en gran estima desde ""Chopper"", ""Hulk"" y ""Munich"" (donde acabó de encandilarme por completo y mostrarme que será uno de los GRANDES, asi, sin más), y Robert Duvall, que es de esos actores que son solo aparecer unos instantes en pantalla ya amortiza uno lo invertido (tiempo/dinero) en verlo por alli actuando, incluso hace que alguien normalucha como Debra Messingaqui brille con luz propia como hermana de la coprotagonista; antención al cameo de Robert Downey Jr.(al que dentro de no mucho conoceremos como ""Iron Man""), además de ese prometedor título de crédito al son de The Boss Springsteen.El paisaje de Las Vegas, al que tanto nos hemos acostumbrado, tanto por las series como por las películas es aqui un personaje más, y, además, tenemos el aliciente de que buena parte de lo que se cuenta, es ya conocido de antemano por el espectador, desde las fuentes del Bellagio, pasando por las calles de la ciudad de Nevada (en Aragón plantean abrir algo parecido)El problema que le veo a la cinta, que, aun con un argumento excepcional y un reparto bastante bien compenetrado es la sensación de conocer con demasiada antelación lo que va a ir ocurriendo en el desarrollo de la película, y es que, esa manía tan recurrente que se tiene ahora en caer una y otra vez en lugares comunes (reconocibles por todos) resultan rutilantemente estúpidos, y consiguen que, tras la presentación de los personajes la cinta vaya desinflándose y perdiendo interés, además de emoción y consiguiendo que, en 2 horas de metraje, la historia depare alguna sorpresa ¿Por qué esta manía de alargar historias que perfectamente se pueden contar en menor metraje?Resumiendo: El cine de un mito como Curtis Hanson (suyas son ""LA Confidencial"" y la menospreciada ""8 Millas"") está cada vez de más capa caída, y sus historias ni llegan al público ni tan siquiera rascan la superficie de la conciencia del espectador; duro, pero real.",2,negativo
"Uno puede sentirse completamente estúpido a la vez que desubicado, me alegro de haberla dejado aparcada en su estreno, y, aprovechando que ya está en DVD retomarla con más calma...","Admito que con Danny Boyle tengo una extraña relacción de amor-odio, difícil de calificar para un cinéfilo, si bien ""Trainspotting"" y ""28 días después"" me parecen grandes películas, además de arriesgadas, en su factura, no pude con ""La playa"" y aunque intenté aguantar sus casi 2 horas de metraje, se me hizo pesada y aburrida al más no poder.Con esta, tras sus primeros minutos, nos encontramos con una cinta bien realizada, deudora, en partes iguales de cintas como ""Solaris"" y a la vez a otras con conciencia (la película ""Viven"" es la mayor referencia que me viene a la mente ahora mismo), si bien, los clichés fantasmagoricos y espaciales a los que Boyle somete a su reparto (políticamente correcto) actoral son a veces insultantemente desfasados, no quedan mal en esta especie de fantasía sci-fi, aunque ""cantan"" más de lo que uno pudiera imaginar.La cinta parece dividida en 2 segmentos, por un lado tenemos su prometedor inicio, donde además de presentarnos a los personajes nos desvelan la misión con todo lujo de detalles, para luego (tal vez tras un test-screening donde no se consiguió el resultado esperado) se convierte en la típica fantasía espacial donde la conciencia, al más puro estilo ""viven"" tiene la voz cantante, hasta llegar a la parte ""con monstruo"" y donde los que quedan, tienen que luchar, y ahí es donde la película se torna en algo que ya hemos visto con anterioridad.Una cinta que dejé aparcada en su estreno, y, aprovechando que ya está en DVD he decidido retomar con más calma, puesto que, no me apetecía que me pasara como cuando fui a ver la épica y extraña cinta de George Clooney, que mientras yo salía impresionado del cine, tenía que escuchar a mi alrededor el incesante murmullo de la decepción, que puede sonar todo lo poético que uno quiera, pero cuando te has dejado casi 7 andeuro; en pantalla, uno puede sentirse completamente estúpido a la vez que desubicado.",2,negativo
"Si podeis evitarla, mejor que mejor.","Ideada como episodio piloto de una serie, o rodada para DVD o Video, este engendro de serie Z (por que no se le puede calificar de otra manera) ha sido vendido como ""La segunda parte de Starship Troopers"" la magnifica película de Paul Verhoeven del año 1997 basada en la novela ""Brigadas del Espacio"" de Robert Heinlein. Hay que observar que cuando en una película el 90 % se desarrolla en oscuridad o de noche es por que tiene carencias !!Y esta sin lugar a dudas las tiene!! El guión es previsible, los efectos especiales inexistentes y además mezcla películas, desde ""Alien"" hasta ""La invasión de los ultracuerpos"" hasta ""Hidden"" y que tal vez intenta dar algo de acción en los combates de los humanos contra los insectos, sin éxito, puesto que la película es tal vez lo más horripilante que te puedes encontrar. Del reparto original solo aparece una actriz que fue secundaria en la primera película, tampoco es para pedirle demasiado a la cinta, que como he dicho navega entre varios generos, acción, terror. Una película que si podeis evitar, mejor que mejor.",1,negativo
"Extrañas conversaciones, olor a verano, sonrisas, caricias, besos... Un momento para recordar que no quieres que se escape jamás, miradas fugaces de breves instantes, acompañadas de risas, conversaciones rebuscadas, gestos.","Se me hace complicado tras ver esta película analizarla con frialdad, ya que si bien sería sencillo, es a la vez un ejercicio que se me antoja complicado, veamos, por una parte esta aquello de analizar esos amores fugaces, personas que pasan por tu vida de refilón y que tal vez, si el destino (curiosa paradoja) las hubiera puesto más tiempo (de corrido) en tu vida, tal vez ahora todo sería distinto, gente cálida, sincera, de esas con las que el simple hecho de tomar un café en una terraza y compartir unos minutos de supuesta banalidad dejan una enorme huella en tu interior, momentos dulces, que como dice Ethan Hawke en la película, recuerdas mejor que muchos de tus mejores momentos de la vida.Extrañas conversaciones, olor a verano, sonrisas, caricias, besos. Un momento para recordar que no quieres que se escape jamás, miradas fugaces de breves instantes, acompañadas de risas, conversaciones rebuscadas, gestos. Toda una vida precipitada en un ""Breve encuentro"".Es complicado hablar de una hora y veinte de proyección que deja en ti una huella, que aunque es fácilmente eliminable de un plumazo, la marca ahí queda. Una gran película, que si bien adolece de un final abierto ¿Abierto? ¡Coñe, abiertísimo! Deja ""poso"" (como suelo decir muy de vez en cuando). Especialmente recomendada para todos los ""románticos empedernidos"" para todos aquellos que disfrutaron de una tarde, de una mañana, de unas horas, de su tiempo acompañado por alguien que ya no esta a su lado (y que vaya usted a saber donde andará.Richard Linklater magnifico en la dirección, fotografía perfectamente París, la ciudad del amor, Hanke y Delpy tremendos, de hecho algunas veces con mirarlos a la cara no hace falta ver las palabras ¿Cómo en una película tan simple puede existir tanta magia?En fin, sin lugar a dudas. ¡Tenéis que verla!",5,positivo
Mikael Hafström demuestra con hechos que ?hacer cine es saber colocar la cámara?.,"Dignísima adaptación de un relato corto de Stephen King, de notable factura e impecable dirección. Mikael Hafström demuestra con hechos que ""hacer cine es saber colocar la cámara"", la sabia conclusión a la que llegara Martin Scorsese y un aspecto imprescindible para llevar a buen puerto el presente guión. 1408 Siempre son prometedoras las historias que se inician en medio de una noche de lluvia. Debería realizarse un estudio al respecto, intentando averiguar la fascinación que ejercen este tipo de planos de apertura. Claro que, encontrar el rostro de John Cusack en los siguientes, con sus camisas floreadas y su eterno cigarrillo al abrigo de la oreja, puede presagiar una de esas aventuras que, con arranque de caballo triunfador, suelen desembocar en parada de asno. Sólo hay que recordar la célebre Identidad (2003), que algunos hasta llegamos a entender tras el vigésimo cuarto visionado. En esta ocasión, la habitación 1408 (que, por si no se han fijado, suma 13) de un kafkiano hotel neoyorquino, el Dolphin, situado en la 45 con Lexington, propone un macabro juego a lo Jumanji en el que los cuadros cobran vida, los fenómenos meteorológicos extremos se suceden y las diferentes dimensiones espacio temporales se interrelacionan, sin la posibilidad de encontrar los dados que intenten controlar la situación. Un repetido argumento, con vicios de casa encantada, que se sintetiza en un episodio de Cuarto Milenio en el que el equipo de la nave del misterio realizaba un recuento de hoteles encantadores y encantados de nuestro país. Desde la famosa habitación 510 de cierto hotel zaragozano hasta los diarios del miedo vividos por unos periodistas madrileños en una supuesta pensión de Sabadell. Con lo que, evidentemente, no contaba el mencionado y fiel reportaje, era con la estética visual en la que se apoya la cinta de Hafström, ni con esa fotografía en tonos pastel encargada de mostrar espacios acogedores incluso en medio del caos más absoluto, incorporando el inconfundible rojo Scorsese en los espacios abiertos. Y es que, sobre todo, la 1408, que -bien sea por la ineficacia de sus galardonados guionistas, bien por las propias limitaciones del relato de King-, encierra un mensaje incierto, sí que regala un inapreciable ejercicio cinematográfico de excelente dirección. Entre otros muchos factores, en una película que hace transcurrir la mayor parte de su metraje entre cuatro paredes, quedando sujeta a los alicientes y tópicos del género, se hace imprescindible la oportuna ubicación de la cámara. En este sentido, pocos son los referentes que encontramos en la trayectoria del desconocido director sueco. Él mismo admite que la utilización de efectos especiales le ha supuesto ""una experiencia de aprendizaje"", muy bien aprovechada a juzgar por los resultados que ofrece la endemoniada estancia. Nominado a los Oscar por Evil en el apartado de Mejor Película Extranjera, su primera película americana, Sin Control, protagonizada por el atractivo Clive Owen y por la sosa Jennifer Aniston, transformaba el Breve Encuentro de David Lane en un trhiller tan inesperado como interesante. En 1408, su virtuosismo con la cámara, nos trae a la memoria cinéfila el buen hacer de dos grandes directores que siempre se hicieron notar tras ellas. Los efectivos planos contra-planos que establece entre los dos personajes principales: el buscador de fantasmas y la propia habitación, y el travelling de ida y vuelta que recorre el pasillo de la 1400 a la 1430, recuerdan aquella legendaria y extraordinaria forma de dirigir que planteara Max Ophüls en muchos de sus dramas. El realizador alemán utilizó esta técnica para acentuar la impecable estructura de sus guiones; mientras que Hafström, a falta de una narración sólida, la emplea para, sabiamente, conseguir la introducción de la trama. Por otra parte, el extenso plano secuencia que revolotea por el hall y su tendencia a la creación de planos imposibles, nos acercan al peculiar estilo fílmico de otro de los grandes, Brian de Palma. En ambos casos, esta actitud inteligente, tras un cuidadoso mimo por recrear los más insignificantes detalles que ponen a prueba la memoria fotográfica, garantiza la sensación generalizada de frío cuando el termostato marca cinco grados bajo cero, de ""oídos taponados"" en el momento en el que se decide prescindir del sonido, de angustia al obligarse a contar mentalmente los dieciocho pasos que se dan por la cornisa. O lo que es lo mismo, logran envolver al espectador en un planteamiento intrigante que aporta profundidad a tan escueto relato; barajando, en todo momento, la doble posibilidad de alcanzar diferentes desenlaces alternativos, que se ofrecerán en la versión de DVD. Por lo tanto, y para todos los gustos, las alucinaciones podrán ser -o no- verdaderos efectos paranormales, con la convicción de que los fantasmas personales que atacan a cada uno de nosotros son tan peligrosos como los seres esperpénticos del más allá. Dicho lo cual, no es menos cierto que el gran error de la película pueda estar en el final escogido. Las mejores novelas de King, de cientos de páginas, son resueltas, de manera rara vez satisfactoria y siempre sorprendente, en las últimas cinco. La 1408, en su tramo final, satisface y no sorprende. Eso sí, deja unas buenas frases para los coleccionistas, y hace entonar a los amantes del género aquella vieja canción de Mecano: ""Durante una hora y media pude ser feliz, comiendo chocolate y palomitas de maíz"". A fin de cuentas, ¿qué es si no el cine?",3,neutro
"No hay término medio posible, no hay bondado; una de las películas más demoledoramente ""malas"" que este cronista de sus vicios ha podido ver en sus ya algunos años de experiencia cinematográfica. ¿ Está claro ?","Siendo riguroso, Next incuba algunos de los más nefastos vicios que asolan el cine actual o, alejándonos por una vez del tono derrotista que va a fundamentar esta brumosa reseña, a parte del cine facturado en Hollywood y conjurado en la empresa de arrasar en taquilla, aportar poco o nada a la memoria de cualquier cinéfilo medianamente inteligente y, sobre todo, ingresar en el mercado del DVD tanto o más que lo recaudado en salas de cine. No sé la causa y puede que no me empeñe en exceso en buscarla, pero se me antoja tarea harto complicada escribir sobre lo que me asombra y me procura placer (escribir sobre las excelencias puras) y, en cambio, se me van los dedos como lagartijas nerviosas cuando me toca (hoy es el placentero día) despotricar contra algún producto de mediocridad manifiesta o ya directa y nauseabundamente malo. Infectada por todos los males posibles y alguno más que mi pereza de siesta de miércoles me hace no alcanzar ahora, Next juega con la ventaja de no estar infringiendo ninguna ley cultural, pero debe bordear el delito y caso de que en el futuro algún organismo de inspección pública de calidad (IPC, ja) decida vetar o advertir en la carátula del terrible mal que puede causar su consumo, Next se lleva la formidable palma de oro del caos absoluto y el oso de platino en términos de aniquilación de todo cuanto huela a sencillez, clarividencia, calidad, en fin, esas cosas que hacen que la vida transite por caminos más mullidos y a todos se nos ponga el vello de punta y el alma enhiesta cuando vemos cosas bonitas en una pantalla. El gusto, el sentido común y la belleza, conceptos abstractos ausentes en este bodrio bochornoso como un coito anal en un sainete de los hermanos Álvarez Quintero.Podemos afinar la configuración del potro de tortura lingüística acudiendo a un tópico o a doscientos, pero por una vez será un tópico ( o 200) convenientes: nuestro amigo Nicolas Cage está ya fondón, le sobran cuatro películas por año y eso que es joven y todavía tiene reaños y capacidad para levantar vuelo y reconducir una carrera que ha tenido momentos interesantes (Leaving Las Vegas) o incluso alguno indisimuladamente bueno (Adaptation). Le falta al hombre un papel que lo redima, pero va a costar mucho borrar de nuestra memoria, tan golosa, tan ampulosa cuando quiere, desastres motorizados con calavera encendida o adivinos a contrarreloj como el aquí de torpe y necio retrato.Next se despreocupa de la coherencia narrativa y acude sin rubor a un argumento tan risible, tan fragilísimo y leve, tan a posta malo, que uno piensa, armado de un saco de buenas intenciones, que Lee Tamahori (Guerreros de antaño, su mejor film; Mulholland Falls, la brigada del sombrero, en el lado bueno y XXX: Estado de emergencia o ésta en el muladar del desastre) ha deseado con todas sus neozelandesas fuerzas caer lo suficientemente bajo como para a partir de ahí despegar y hacer algo digno. Ah, el colmo del desatino es que salga mi adorada Julianne Moore. Ahí ya se me deshicieron todos los propósitos de templanza y pensé muy seriamente no exponerme en exceso, darle acta de defunción y no asistir a una función de desprestigio tal. Todo sea por los buenos momentos que me ha dado esta estupenda actriz, aquejada también - como tantos - de ese vicio mundano que son las perras y el curro estable.Next no es ni siquiera mala por sí misma, sino que precisa del concurso de los pecados ajenos para formular los ya musculados suyos propios. El adivino que ve el futuro cercano (dos absurdos minutos de precognición) se obstina en no ser un héroe al uso y recita adagios de trascendencia zen para camelarse - y llevarse de camino al catre - a la dama obligatoria, que no hace falta que insistamos en que es moza concupiscible, de carita mona y más aturdida en el rollo de película que un seminarista en un bang gang en Cannes (Jessica Biel). Debe ser difícil de llevar que el galán que te ronda sea, al tiempo que meloso y delicado, atento y desbordado en mimos, un mago de poderes sobrenaturales en cuya mano está salvar el mundo (EEUU incluído) o - permitidme el exceso semántico- mandarlo todo a la santa mierda. Paréntesis: tengo que abrir en mi página - descuidado últimamente- un rinconcito en el que pinchar las peores películas de la Historia del Cine: las hechas con empeño y convertidas en puro churro.Next (sigo hurgando) ya ha presentado credenciales y se postula en todas las más granadas candidaturas. El espectáculo del cine - noble arte, noble arte - ha tomado este intrigante camino: se hace ascos a la industria seria y se abraza con frescura de burdel al en ocasiones decente mercantislismo disfrazado de arte, al entretenimiento adulto o adolescente, entregando una generosa dosis de tedio. Podría haber escrito un escueto Autoridades bla bla advierten sobre los peligros que entraña el consumo de este producto., pero no se puede ir uno de la mano y acaba así. Los videoclubs viven, al cabo, de esto: de morralla, de restos, de saldo palomitero que sólo muestra los avances de la tecnología y la calidad de las nuevas teles, con sus colorínes y su surtido pack de conexiones. Yo, al tiempo, que voy recapacitando sobre mi autoestima, me abro de par en par las ventanas del pecho y dejo salir el demonio del masoquismo. Se me coló y ha estado remoloneando por mi alma desde que me eché a la cara semejante despropósito. Vete, cabrón",1,negativo
"En fin, tras los sustos y el inteligente manejo del suspense encontramos el mayor simplismo en una lamentable concentración final de clichés a todos los niveles de la narración. Desde luego, esto es para caerse de espaldas y no poder levantarse nunca, oigan.","Y vuelta otra vez con el tema zombi. Primero la intencionada basura de Robert Rodríguez, luego ""Invasión"" (que todavía no hemos visto pero nos han dicho que es muy mala), y después pudimos divertirnos con el plagio de terror realista en REC, y ahora este esquema de tintes religiosos ambientado en un contexto apocalíptico. Y es que no hay nada peor para una película que ser solo eso: un esquema. Will Smith encarna a un científico obsesionado con su voluntad de ser el salvador de la civilización. El retrato de su soledad entre los restos de una Nueva York decrépita se convierte en la pretensión de ahondar en temas como la involución hacia la barbarie y nuestra sagrada vulnerabilidad ante la muerte de dios en un mundo de asesinos, aunque sus recursos se estancan en una expresión esquemática de dicha soledad (profundidad de campo en planos largos que aíslan al personaje central, más el efectismo de los trucos sonoros). También es verdad que la puesta en escena, ayudada por una fotografía turbia y en concordancia con el estado psicológico del protagonista, consigue a ratos captar la atención del espectador hasta crear un clima asfixiante.Era difícil que una película que cuenta con una realización tan brillante pudiera decaer como lo hace a partir del segundo segmento, concluyendo de la forma más previsible. El retrato de la soledad se convierte en una moraleja mesiánica, conclusión que habremos visto muchas veces en relatos mucho más sugestivos que este. La digitalización de los humanos y animales infectados es un error, ya que la infografía ahoga la dimensión humana de los mismos, pareciéndose más a una manada de criaturas del averno que a humanos despojados de su alma y abocados a los abismos de la locura (ese era el mejor material para hablar del aislamiento a dos bandas y el contexto adecuado para su marcado vínculo con la ciencia ficción).En fin, tras los sustos y el inteligente manejo del suspense encontramos el mayor simplismo en una lamentable concentración final de clichés a todos los niveles de la narración. Desde luego, esto es para caerse de espaldas y no poder levantarse nunca, oigan.",1,negativo
"La película no juega con los posibles desenlaces, pero llena de desasosiego cuando narra la cantidad de incidentes que podrían haber abortado el complot.","El cine de Spielberg representa justo lo contrario que el de Greengrass. Spielberg es un autor mucho más fácil de elogiar porque deja su huella en todo lo que toca. Su vocación es manipular. Cuando habla de judíos deja claro su mensaje político, y cuando habla de muñecos que hablan o de inmigrantes heróicos sabe que cualquier excusa es válida para provocar una emoción.Hay quien admira este tipo de autor porque hace un trabajo difícil. Este tipo de espectador quizá no aprecie lo que hace Greengrass. Su labor se reduce a despojar unos hechos de todo elemento retórico, de todo lo que pueda afectarnos. El estilo de la película es concienzudamente conductista, no sabemos nada de ningún personaje salvo lo que dijo o lo que hizo en los momentos del accidente. El espectador es libre de simpatizar con los terroristas, o con las azafatas. Todo lo que ve son hechos.Nadie va a ir a ver ""United 93"" sin saber el final. La película no juega con los posibles desenlaces, pero llena de desasosiego cuando narra la cantidad de incidentes que podrían haber abortado el complot.Aunque parezca una película descuidada tiene una labor profunda. El autor ha elegido un espacio de tiempo en el que las cosas podían haber cambiado. Ha elegido una cámara al hombro que se mueve como una mirada. Ha elegido voces y personajes que no se comportan a la altura de las circunstancias porque ninguno sabe que está tomando parte en un momento histórico. Los héroes no tienen tiempo de hacer grandes frases, los controladores no saben donde están los aviones aunque ven arder las torres con sus ojos. El único que sabe demasiado es el espectador.",5,positivo
"Ortega nos sorprende con una película por momentos desconcertante, intimista, minimalista, casi sin un guión visible pero siempre vital demostrando que con pocas palabras o incluso gestos, se puede decir demasiado.","Digamos para comenzar que el director debutante Luis Ortega es el hijo del cantante-actor-político Palito Ortega y además hermano del también cantante Emanuel como para dejar de lado los prejuicios y meternos de lleno en su ópera prima, que parece por intención y tono, querer despegarse lejos de su clan familiar.Lo decimos porque su particular mirada no acepta ningún tipo de ñoñería, abordando un tema crudo como la vejez y las complejas relaciones padre/hija, nieta/abuela. Ortega nos sorprende con una película por momentos desconcertante, intimista, minimalista, casi sin un guión visible pero siempre vital demostrando que con pocas palabras o incluso gestos, se puede decir demasiado. Dorotea (Dolores Fonzi, pareja en ese momento del director) debe cuidar sola de su abuela y a la vez reconstruir la relación con su papá que acaba de salir de prisión y que es un personaje pocas veces visto en nuestro cine. Una persona débil al borde de la discapacidad encarnado por Eduardo Couget (de aspecto cacariturezco) que el director encontró por las calles de San Telmo pidiendo limosna y que tanto en el film como en la vida real, vive en el Ejército de Salvación del barrio. Sin emitir juicio ni condenar a los personajes y con ritmo lento pero fluído, retrata el padecimiento y la incomunicación, el deterioro y el desamparo de forma natural y a la vez, como si se le fuera levemente de las manos. Costumbrista, sin rumbo definido y hasta con ambiguas repeticiones de escenas, la filmación en video empalidece un poco la buena fotografía lograda. Punto y aparte para el protagónico de la abuela, característica saliente de la película encarnado por Eugenia Bassi de 99 años -no actriz- dueña de una lúcidez y humor envidiables para su edad, fallecida cinco meses después de terminar el rodaje, con una calidez senil que fue recordada en los balances cinematográficos de fin de año.Luis Ortega entonces es otro representante del nuevo cine independiente Argentino, en la línea estilística de los Caetano, Perrone y Trapero, en un sorpresivo y promisorio debut (¡22 años!) y con una segunda película (Monoblock, 2007) a explorar por mi parte.",4,positivo
"Es comedia a toda bala, recomendable a todo aquél que disfrute con lo innovador, creativo y el humor inglés llevado al extremo.","La comedia es, sin duda, un género difícil. Ya pueden hacerse grandiosas películas de este género que nunca serán reconocidas como deben. Arma fatal (sí, Hot Fuzz es el título original) es la comedia del año y, probablemente, una de las mejores que se haya realizado en el siglo XX. Supongo que ya es hora de que la reconozcan como tal.La película se centra en un policía cuya vida está exclusivamente dedicada a su trabajo. Cuando lo ascienden, es enviado a un pueblo aparentemente tranquilo donde, posteriormente, tendrá que ir descubriendo según qué misteriosLa propuesta inicial es bien simple, incluso demasiado; pero, sin embargo, se trata de una vuelta de tuerca total a toda comedia de acción que se haya realizado. Sólo hay que ver como se desarrolla la historia (su guión es prodigioso) o la infinidad de gags que hay añadidos perfectamente. Todo en Arma fatal es impecable, desde su factura técnica hasta unas interpretaciones memorables (especialmente la del protagonista, un Simon Pegg soberbio). No, no es fácil hacer una comedia como ésta, y por ello, admiro profundamente el íncreible trabajo de su director, Edgar Wright.Empezando por sus desternillantes diálogos, no cabe duda que nos encontramos ante una arriesgada y personal propuesta. Consiguen que te rías con y de ellos, un hecho fundamental en una comedia de este calibre. Tiene momentos geniales, otros un tanto previsibles (quizás sea el mayor fallo de la película) y secuencias de acción vibrantes. Está muy trabajada, su montaje es extraordinario y no hay momento en la película donde te aburras. Desde un inicio excelente con muchos cameos hasta un desenlace, previsible, pero impactante, no hay momento en Arma fatal en el que te dé tiempo a respirar. Es comedia a toda bala, recomendable a todo aquél que disfrute con lo innovador, creativo y el humor inglés llevado al extremo.Una película brillante, eficaz, rápida, increíblemente divertida. Indudablemente, la mejor comedia del año. Aunque, sobretodo, para amantes de las parodias inteligentes. Una feroz sátira sobre las aparentemente impactantes películas de acción. ¡Esto sí es una película de acción! Lo demás son tonterías.",4,positivo
"Entretenida, con alguna vuelta interesante de guión para no ser tan obvia, buenos temas tecnos/hip-hop, en fin... una diversión garantizada para los amantes de las peleas y armamento. Mucho cuero, mucha sangre y de cine en sí, hablamos otro día...","Los cómics en celuloide ya sabemos que es un negoción. Después de las sagas de Batman, Spiderman, Superman y los X-Men, también Blade se anota en las que tienen secuelas, siendo el cazador diurno otra creación más del maestro Stan Lee, productor y capo total de la influyente Marvel Cómics (X-Men, Daredevil, Hulk, Spiderman, etc). Blade además de ser uno de los pocos héroes de historieta de raza negra, carece de la ""debilidad"" necesaria de los personajes Marvel que hace a estos interesantes. Su invulnerabilidad y omnipresencia lo emparientan más a un Terminator o Rambo que al romántico Drácula con quien tiene también puntos en común. Con Blade uno sabe de antemano que más allá de algún que otro peligro pasajero, no la van a pasar tan mal. Orientada hacia el público de video juegos, la película aparenta estar construida simulando niveles de éstos en donde a medida que se van sorteando las dificultades, se van añadiendo rivales y armamento. En esta segunda parte Blade (Wesley Snipes) es aliado de sus enemigos para juntos tratar de vencer a Los Reapers, una nueva raza de súper vampiros que intentan destruir tanto a humanos como a los chupa sangres comunes, teniendo que detener a su líder Jared Nomak (villano bien logrado) creador de estos seres casi inmortales. Muchas buenas escenas de acción con ritmo videoclipero y efectos especiales dignos de una superproducción de este tipo. Para los que vieron la primera no habrá muchas novedades salvo una estética más cuidada y una dirección por parte de Del Toro con más ritmo y oficio, que eleva el nivel de su predecesora. Del Toro ya juega en las ligas mayores y ama este género fantástico (Hellboy, El laberinto del fauno). En cuanto a Wesley Snipes, es su mejor personaje de acción desde el Simon Phoenix de El Demoledor -inclusive trae algunos tics de aquel- pero que tampoco le da mucho margen para el brillo al no poder vérsele un solo gesto, estando condenado a usar lentes negros el 90% de la película y con un enorme abrigo de cuero. Eso sí: sabemos que luce un buen estado físico y un buen corte de pelo. Entretenida, con alguna vuelta interesante de guión para no ser tan obvia, buenos temas tecnos/hip-hop, en fin. una diversión garantizada para los amantes de las peleas y armamento. Mucho cuero, mucha sangre y de cine en sí, hablamos otro día.",3,neutro
